sample_no,SampleID,Method,Rt1,Rt2,QuantSN,QuantMass,QuantArea,Concentration,MolecularFormula,Monoiso_Mass,Smiles,IDLevel,Name,CAS
233,*21 233,GCxGC,1.3753240740740739E-2,3.1474299999999902,21,BPI(151.00805Â±0.00100),86553,58.2243539691992,C7H5NOS,151.009199999999,O=C1Nc2ccccc2S1,3,Benzothiazolone,934-34-9
230,*39 230,GCxGC,1.371273148148148E-2,3.1680000000000001,51,BPI(151.00805Â±0.00100),236866,51.2604700850816,C7H5NOS,151.009199999999,O=C1Nc2ccccc2S1,3,Benzothiazolone,934-34-9
220,*27 220,GCxGC,1.3753240740740739E-2,3.1474299999999902,12,BPI(151.00805Â±0.00100),14476,16.273488131572801,C7H5NOS,151.009199999999,O=C1Nc2ccccc2S1,3,Benzothiazolone,934-34-9
229,*26 229,GCxGC,1.371273148148148E-2,3.1680000000000001,25,BPI(151.00805Â±0.00100),44706,13.2689849201307,C7H5NOS,151.009199999999,O=C1Nc2ccccc2S1,3,Benzothiazolone,934-34-9
221,NA,LC,2.7758507730000002,NA,NA,290.13817569999901,976.3607,NA,C16H19NO4,NA,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C1=CC=CC=C1)C(O)=O,2,Benzoylecgonine,519-09-5
219,NA,LC,2.7836112979999901,NA,NA,290.13911339999902,1699.668335,NA,C16H19NO4,NA,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C1=CC=CC=C1)C(O)=O,2,Benzoylecgonine,519-09-5
222,NA,LC,2.7797480000000001,NA,NA,290.13940000000002,1752.909,NA,C16H19NO4,NA,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C1=CC=CC=C1)C(O)=O,2,Benzoylecgonine,519-09-5
223,NA,LC,2.7836112979999901,NA,NA,290.13911339999902,8665.387,NA,C16H19NO4,NA,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C1=CC=CC=C1)C(O)=O,2,Benzoylecgonine,519-09-5
220,NA,LC,2.7836112979999901,NA,NA,290.13937770000001,400.4821777,NA,C16H19NO4,NA,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C1=CC=CC=C1)C(O)=O,2,Benzoylecgonine,519-09-5
222,*11 222,GCxGC,4.9293981481481489E-3,2.1806399999999901,31,BPI(108.05650Â±0.00100),34240,153.532342457835,C9H10O2,150.06809999999899,CC(=O)OCc1ccccc1,2,Benzyl acetate,140-11-4
230,146 230,GCxGC,4.8888888888888888E-3,2.1942900000000001,171,BPI(108.057093Â±3ppm),537236,75.299896397397106,C9H10O2,150.06809999999899,CC(=O)OCc1ccccc1,2,Benzyl acetate,140-11-4
228,89 228,GCxGC,4.9293981481481489E-3,2.1847300000000001,134,BPI(108.057052Â±3ppm),295084,74.397970295169898,C9H10O2,150.06809999999899,CC(=O)OCc1ccccc1,2,Benzyl acetate,140-11-4
232,*9 232,GCxGC,4.9293981481481489E-3,2.1805699999999901,26,BPI(108.05650Â±0.00100),46486,40.406802608562202,C9H10O2,150.06809999999899,CC(=O)OCc1ccccc1,2,Benzyl acetate,140-11-4
233,*15 233,GCxGC,1.0757986111111111E-2,2.01607,140,BPI(177.12685Â±0.00100),177568,142.854327089973,C13H20O,192.1514,CC(=O)/C=C/C1=C(C)CCCC1(C)C,2,beta-Ionone,79-77-6
238,414 238,GCxGC,1.0757986111111111E-2,2.0297200000000002,682,BPI(177.127387Â±3ppm),383132,116.01956112354399,C13H20O,192.1514,CC(=O)/C=C/C1=C(C)CCCC1(C)C,2,beta-Ionone,79-77-6
238,150 239,GCxGC,1.0757986111111111E-2,2.0228600000000001,161,BPI(177.127418Â±3ppm),133152,36.013138499095,C13H20O,192.1514,C[C@@H]1CCC=C(\C=C\C(C)=O)C1(C)C,2,beta-Ionone,79-77-6
220,NA,LC,14.71,NA,NA,430.06099999999901,NA,NA,C18H14F4N2O4S,NA,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F,2,Bicalutamide,90357-06-5
221,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Bicalutamide,90357-06-5
220,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Bicalutamide,90357-06-5
224,*26 224,GCxGC,9.6650462962962966E-3,1.8308599999999899,30,BPI(93.06935Â±0.00100),213125,439.915536217046,C15H24,204.18780000000001,CC1(C)CC2C1CCC(C)(CC2=C)C=C,2,"Bicyclo[5.2.0]nonane, 2-methylene-4,8,8-trimethyl-4-vinyl-",242794-76-9
231,291 231,GCxGC,9.7055555555555558E-3,1.8034300000000001,117,BPI(93.069942Â±3ppm),355492,246.38322255368601,C15H24,204.18780000000001,CC1(C)CC2C1CCC(C)(CC2=C)C=C,NA,"Bicyclo[5.2.0]nonane, 2-methylene-4,8,8-trimethyl-4-vinyl-",242794-76-9
240,126 240,GCxGC,9.7055555555555558E-3,1.8034300000000001,191,BPI(91.054188Â±3ppm),206362,38.755392292191303,C15H24,204.18780000000001,CC1(C)CC2C1CCC(C)(CC2=C)C=C,2,"Bicyclo[5.2.0]nonane, 2-methylene-4,8,8-trimethyl-4-vinyl-",242794-76-9
234,*19 234,GCxGC,9.7055555555555558E-3,1.8034300000000001,16,BPI(93.06935Â±0.00100),20048,25.969029652336499,C15H24,204.18780000000001,CC1(C)CC2C1CCC(C)(CC2=C)C=C,2,"Bicyclo[5.2.0]nonane, 2-methylene-4,8,8-trimethyl-4-vinyl-",242794-76-9
243,*29 243,GCxGC,9.5841435185185179E-3,1.78972,35,BPI(93.06935Â±0.00100),167042,8.3181358452142895,C15H24,204.18780000000001,CC1(C)CC2C1CCC(C)(CC2=C)C=C,2,"Bicyclo[5.2.0]nonane, 2-methylene-4,8,8-trimethyl-4-vinyl-",242794-76-9
238,*40 238,GCxGC,9.6650462962962966E-3,1.81715,50,BPI(93.06935Â±0.00100),171800,5.9,C15H24,204.18780000000001,CC1(C)CC2C1CCC(C)(CC2=C)C=C,2,"Bicyclo[5.2.0]nonane, 2-methylene-4,8,8-trimethyl-4-vinyl-",242794-76-9
233,*14 233,GCxGC,9.7865740740740743E-3,1.84457,12,BPI(93.06935Â±0.00100),3570,2.8720825132411401,C15H24,204.18780000000001,CC1(C)CC2C1CCC(C)(CC2=C)C=C,2,"Bicyclo[5.2.0]nonane, 2-methylene-4,8,8-trimethyl-4-vinyl-",242794-76-9
224,1280 224,GCxGC,2.6705555555555555E-2,1.8651500000000001,1860,BPI(70.077704Â±3ppm),1667396,5603.5246436036796,C24H38O4,390.27699999999902,CCCCC(CC)COC(=O)c1ccc(cc1)C(=O)OCC(CC)CCCC,3,Bis(2-ethylhexyl) terephthalate,6422-86-2
238,*133 238,GCxGC,2.6705555555555555E-2,1.87886,74,BPI(70.07715Â±0.00100),276706,8.69,C24H38O4,390.27699999999902,CCCCC(CC)COC(=O)c1ccc(cc1)C(=O)OCC(CC)CCCC,3,Bis(2-ethylhexyl) terephthalate,6422-86-2
243,*114 243,GCxGC,2.6705555555555555E-2,1.8720000000000001,21,BPI(70.07715Â±0.00100),48136,2.0159835760160001,C24H38O4,390.27699999999902,CCCCC(CC)COC(=O)c1ccc(cc1)C(=O)OCC(CC)CCCC,3,Bis(2-ethylhexyl) terephthalate,6422-86-2
241,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Bis(4-hydroxyphenyl)methane,620-92-8
219,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Bis(4-hydroxyphenyl)methane,620-92-8
222,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Bis(4-hydroxyphenyl)methane,620-92-8
223,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Bis(4-hydroxyphenyl)methane,620-92-8
220,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Bis(4-hydroxyphenyl)methane,620-92-8
237,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Bis(tridecafluorohexyl)phosphinic acid,
221,NA,LC,5.22478580499999,NA,NA,326.23340409999901,4469.05,NA,C18H31NO4,NA,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,2,Bisoprolol,66722-44-9
219,NA,LC,5.2263088230000001,NA,NA,326.23286839999901,236307.0156,NA,C18H31NO4,NA,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,2,Bisoprolol,66722-44-9
223,NA,LC,5.2263088230000001,NA,NA,326.23286839999901,496.4112,NA,C18H31NO4,NA,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,2,Bisoprolol,66722-44-9
220,NA,LC,5.2263088230000001,NA,NA,326.23269549999901,34969.05469,NA,C18H31NO4,NA,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,2,Bisoprolol,66722-44-9
234,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Bisphenol Z,843-55-0
233,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Bisphenol Z,843-55-0
231,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Bisphenol Z,843-55-0
238,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Bisphenol Z,843-55-0
237,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Bisphenol Z,843-55-0
240,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Bisphenol Z,843-55-0
228,not applicable,LC,1.89,LC,Qualitative,118.026799999999,NA,Qualitative,C4H6O4,not applicable,OC(=O)CCC(O)=O,3,Butanedioic acid,110-15-6
233,10.53,LC,NA,NA,NA,NA,NA,NA,C8H14O3,mz 157.08647,CCCC(=O)OC(=O)CCC,3,butyric anhydride,106-31-0
219,NA,LC,8.6,NA,NA,277.05239999999901,NA,NA,C12H11N3O3S,NA,Nc1ccc(cc1)\N=N\c1ccc(cc1)S(O)(=O)=O,3,C.I. Food Yellow 6,104-23-4
220,NA,LC,8.61,NA,NA,277.05200000000002,NA,NA,C12H11N3O3S,NA,Nc1ccc(cc1)\N=N\c1ccc(cc1)S(O)(=O)=O,2,C.I. Food Yellow 6,104-23-4
224,580 224,GCxGC,1.6424652777777778E-2,3.2091500000000002,2219,BPI(194.079740Â±3ppm),8608689,26654.103375462098,C8H10N4O2,194.0804,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,3,Caffeine,58-08-2
222,*46 222,GCxGC,1.6384143518518517E-2,3.2571500000000002,979,BPI(194.07915Â±0.00100),5511479,26445.9637062972,C8H10N4O2,194.0804,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,3,Caffeine,58-08-2
225,*24 225,GCxGC,1.6384143518518517E-2,3.24343,327,BPI(194.07915Â±0.00100),967322,2366.6383270231699,C8H10N4O2,194.0804,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,3,Caffeine,58-08-2
223,*23 223,GCxGC,1.6384143518518517E-2,3.23658,85,BPI(194.07915Â±0.00100),178453,541.62423837742995,C8H10N4O2,194.0804,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,2,Caffeine,58-08-2
220,*31 220,GCxGC,1.6384143518518517E-2,3.23658,39,BPI(194.07915Â±0.00100),54937,61.758539478047702,C8H10N4O2,194.0804,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,3,Caffeine,58-08-2
219,*27 219,GCxGC,1.6384143518518517E-2,3.2571500000000002,21,BPI(194.07915Â±0.00100),25629,47.3567508638371,C8H10N4O2,194.0804,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,3,Caffeine,58-08-2
221,*15 221,GCxGC,1.6384143518518517E-2,3.23658,23,BPI(194.07915Â±0.00100),30188,47.075334882342801,C8H10N4O2,194.0804,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,3,Caffeine,58-08-2
234,*32 234,GCxGC,1.6424652777777778E-2,3.2091500000000002,28,BPI(194.07915Â±0.00100),39008,43.618204293722798,C8H10N4O2,194.0804,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,3,Caffeine,58-08-2
221,NA,LC,2.239185333,NA,NA,195.08797870000001,1125.768,NA,C8H10N4O2,NA,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,2,Caffeine,58-08-2
225,NA,LC,2.241266,NA,NA,195.0881,86484.7,NA,C8H10N4O2,NA,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,2,Caffeine,58-08-2
219,NA,LC,2.2453136439999901,NA,NA,195.0877701,1865.209229,NA,C8H10N4O2,NA,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,2,Caffeine,58-08-2
224,NA,LC,2.2385389999999901,NA,NA,195.0883,661157.6,NA,C8H10N4O2,NA,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,2,Caffeine,58-08-2
222,NA,LC,2.2387239999999902,NA,NA,195.0881,192929.1,NA,C8H10N4O2,NA,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,2,Caffeine,58-08-2
223,NA,LC,2.2453136439999901,NA,NA,195.0877701,11441.33,NA,C8H10N4O2,NA,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,2,Caffeine,58-08-2
220,NA,LC,2.2453136439999901,NA,NA,195.08765450000001,1341.651123,NA,C8H10N4O2,NA,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,2,Caffeine,58-08-2
220,NA,LC,11.42,NA,NA,262.07029999999901,NA,NA,C11H10N4O4,NA,COC(=O)N=NC=C1C=[N+]([O-])c2ccccc2N1O,2,Carbadox,6804-07-5
221,NA,LC,7.03633308399999,NA,NA,237.10241490000001,17015.71,NA,C15H12N2O,NA,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,2,Carbamazepine,298-46-4
225,NA,LC,7.0321400000000001,NA,NA,237.10230000000001,14906.07,NA,C15H12N2O,NA,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,2,Carbamazepine,298-46-4
219,NA,LC,7.03816270799999,NA,NA,237.1026109,26431.31836,NA,C15H12N2O,NA,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,2,Carbamazepine,298-46-4
224,NA,LC,7.0345089999999901,NA,NA,237.10239999999899,951.5836,NA,C15H12N2O,NA,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,2,Carbamazepine,298-46-4
222,NA,LC,7.0342630000000002,NA,NA,237.10239999999899,2684.349,NA,C15H12N2O,NA,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,2,Carbamazepine,298-46-4
223,NA,LC,7.03816270799999,NA,NA,237.1026109,15593.66,NA,C15H12N2O,NA,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,2,Carbamazepine,298-46-4
220,NA,LC,7.03816270799999,NA,NA,237.1024123,24725.75586,NA,C15H12N2O,NA,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,2,Carbamazepine,298-46-4
229,NA,LC,6.02,lc,Qualitative,252.09020000000001,NA,Qualitative,C15H12N2O2,NA,NC(=O)N1c2ccccc2C2OC2c2ccccc12,3,Carbamazepine epoxide,36507-30-9
221,NA,LC,4.4777674669999898,NA,NA,277.0950125,16068.64,NA,C15H14N2O2,NA,OC1CC2=CC=CC=C2N(C(O)=N)C2=CC=CC=C12,2,"Carbamazepine, 10-hydroxy",NA
225,NA,LC,4.4754769999999899,NA,NA,277.09559999999902,712.5128,NA,C15H14N2O2,NA,OC1CC2=CC=CC=C2N(C(O)=N)C2=CC=CC=C12,2,"Carbamazepine, 10-hydroxy",NA
219,NA,LC,4.4817113879999901,NA,NA,277.09529529999901,45835.79688,NA,C15H14N2O2,NA,OC1CC2=CC=CC=C2N(C(O)=N)C2=CC=CC=C12,2,"Carbamazepine, 10-hydroxy",NA
224,NA,LC,4.4648649999999899,NA,NA,277.09570000000002,31782.4,NA,C15H14N2O2,NA,OC1CC2=CC=CC=C2N(C(O)=N)C2=CC=CC=C12,2,"Carbamazepine, 10-hydroxy",NA
222,NA,LC,4.4661299999999899,NA,NA,293.06959999999901,1622.113,NA,C15H14N2O2,NA,OC1CC2=CC=CC=C2N(C(O)=N)C2=CC=CC=C12,2,"Carbamazepine, 10-hydroxy",NA
223,NA,LC,4.4817113879999901,NA,NA,277.09529529999901,11986.03,NA,C15H14N2O2,NA,OC1CC2=CC=CC=C2N(C(O)=N)C2=CC=CC=C12,2,"Carbamazepine, 10-hydroxy",NA
220,NA,LC,4.4817113879999901,NA,NA,277.09583220000002,584.125061,NA,C15H14N2O2,NA,OC1CC2=CC=CC=C2N(C(O)=N)C2=CC=CC=C12,2,"Carbamazepine, 10-hydroxy",NA
221,NA,LC,3.8234009740000001,NA,NA,309.06440120000002,9985.155,NA,C15H14N2O3,NA,OC1C(O)C2=CC=CC=C2N(C(O)=N)C2=CC=CC=C12,2,"Carbamazepine, 10, 11-dihydroxy",NA
225,NA,LC,3.8259780000000001,NA,NA,309.0643,7832.951,NA,C15H14N2O3,NA,OC1C(O)C2=CC=CC=C2N(C(O)=N)C2=CC=CC=C12,2,"Carbamazepine, 10, 11-dihydroxy",NA
219,NA,LC,3.8286044600000002,NA,NA,309.06458300000003,18987.42969,NA,C15H14N2O3,NA,OC1C(O)C2=CC=CC=C2N(C(O)=N)C2=CC=CC=C12,2,"Carbamazepine, 10, 11-dihydroxy",NA
224,NA,LC,3.823734,NA,NA,293.09050000000002,13866.55,NA,C15H14N2O3,NA,OC1C(O)C2=CC=CC=C2N(C(O)=N)C2=CC=CC=C12,2,"Carbamazepine, 10, 11-dihydroxy",NA
222,NA,LC,3.8247260000000001,NA,NA,309.06400000000002,3019.908,NA,C15H14N2O3,NA,OC1C(O)C2=CC=CC=C2N(C(O)=N)C2=CC=CC=C12,2,"Carbamazepine, 10, 11-dihydroxy",NA
223,NA,LC,3.8286044600000002,NA,NA,309.06458300000003,8223.379,NA,C15H14N2O3,NA,OC1C(O)C2=CC=CC=C2N(C(O)=N)C2=CC=CC=C12,2,"Carbamazepine, 10, 11-dihydroxy",NA
220,NA,LC,3.8286044600000002,NA,NA,309.06441669999901,11423.41699,NA,C15H14N2O3,NA,OC1C(O)C2=CC=CC=C2N(C(O)=N)C2=CC=CC=C12,2,"Carbamazepine, 10, 11-dihydroxy",NA
230,3.49,LC,NA,lc,Qualitative,NA,NA,NA,NA,mz 178.01717,NC(CSCC(O)=O)C(O)=O,3,Carbocysteine,2387-59-9
221,NA,LC,4.4172134400000003,NA,NA,380.25466399999902,2002.909,NA,C20H33N3O4,NA,CCN(CC)C(O)=NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O,2,Celiprolol,56980-93-9
219,NA,LC,4.4201445579999898,NA,NA,380.25442670000001,183696.0469,NA,C20H33N3O4,NA,CCN(CC)C(O)=NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O,2,Celiprolol,56980-93-9
223,NA,LC,4.4201445579999898,NA,NA,380.25442670000001,1706.482,NA,C20H33N3O4,NA,CCN(CC)C(O)=NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O,2,Celiprolol,56980-93-9
220,NA,LC,4.4201445579999898,NA,NA,380.25540269999902,2294.261963,NA,C20H33N3O4,NA,CCN(CC)C(O)=NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O,2,Celiprolol,56980-93-9
221,NA,LC,7.96004676799999,NA,NA,389.16294199999902,27080.42,NA,C21H25ClN2O3,NA,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,2,Cetirizine,83881-51-0
225,NA,LC,7.95603999999999,NA,NA,389.16210000000001,3380.908,NA,C21H25ClN2O3,NA,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,2,Cetirizine,83881-51-0
219,NA,LC,7.9618315700000002,NA,NA,389.16305,45774.82031,NA,C21H25ClN2O3,NA,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,2,Cetirizine,83881-51-0
224,NA,LC,7.9601199999999901,NA,NA,389.1628,29093.5,NA,C21H25ClN2O3,NA,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,2,Cetirizine,83881-51-0
222,NA,LC,7.9584659999999898,NA,NA,389.16219999999902,2268.583,NA,C21H25ClN2O3,NA,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,2,Cetirizine,83881-51-0
223,NA,LC,7.9618315700000002,NA,NA,389.16305,41915.57,NA,C21H25ClN2O3,NA,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,2,Cetirizine,83881-51-0
220,NA,LC,7.9618315700000002,NA,NA,389.16257949999903,18261.02734,NA,C21H25ClN2O3,NA,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,2,Cetirizine,83881-51-0
222,NA,LC,10.44,NA,NA,274.03989999999902,NA,NA,C15H11ClO3,NA,COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc12,2,Chlorflurenol-methyl,2536-31-4
223,NA,LC,10.72,NA,NA,274.03960000000001,NA,NA,C15H11ClO3,NA,COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc12,2,Chlorflurenol-methyl,2536-31-4
231,2.4700000000000002,LC,na,lc,NA,NA,NA,NA,C15H14O6,mz 289.07173,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,3,Cianidanol,154-23-4
221,NA,LC,2.5893347260000001,NA,NA,332.14036090000002,2572.47,NA,C17H18FN3O3,NA,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,2,Ciprofloxacin,85721-33-1
225,NA,LC,2.5858949999999901,NA,NA,332.13929999999903,1164.323,NA,C17H18FN3O3,NA,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,2,Ciprofloxacin,85721-33-1
219,NA,LC,2.5961303710000001,NA,NA,332.14152180000002,2358.521484,NA,C17H18FN3O3,NA,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,2,Ciprofloxacin,85721-33-1
224,NA,LC,2.5768420000000001,NA,NA,332.13940000000002,292.9507,NA,C17H18FN3O3,NA,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,2,Ciprofloxacin,85721-33-1
222,NA,LC,2.5897589999999902,NA,NA,332.14049999999901,5281.598,NA,C17H18FN3O3,NA,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,2,Ciprofloxacin,85721-33-1
223,NA,LC,2.5961303710000001,NA,NA,332.14152180000002,1879.148,NA,C17H18FN3O3,NA,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,2,Ciprofloxacin,85721-33-1
220,NA,LC,2.5961303710000001,NA,NA,332.14039009999902,1375.59375,NA,C17H18FN3O3,NA,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,2,Ciprofloxacin,85721-33-1
221,NA,LC,6.5529007909999901,NA,NA,325.17142760000002,99578.13,NA,C20H21FN2O,NA,CN(C)CCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1,2,Citalopram,59729-33-8
225,NA,LC,6.5483459999999996,NA,NA,325.17160000000001,29517.94,NA,C20H21FN2O,NA,CN(C)CCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1,2,Citalopram,59729-33-8
219,NA,LC,6.5539073940000003,NA,NA,325.17136290000002,111851.7734,NA,C20H21FN2O,NA,CN(C)CCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1,2,Citalopram,59729-33-8
224,NA,LC,6.5567380000000002,NA,NA,325.17219999999901,50947.89,NA,C20H21FN2O,NA,CN(C)CCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1,2,Citalopram,59729-33-8
222,NA,LC,6.54907199999999,NA,NA,325.17149999999901,16259.63,NA,C20H21FN2O,NA,CN(C)CCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1,2,Citalopram,59729-33-8
223,NA,LC,6.5539073940000003,NA,NA,325.17136290000002,34695.59,NA,C20H21FN2O,NA,CN(C)CCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1,2,Citalopram,59729-33-8
220,NA,LC,6.5539073940000003,NA,NA,325.1711641,107138.4375,NA,C20H21FN2O,NA,CN(C)CCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1,2,Citalopram,59729-33-8
221,NA,LC,8.7461977009999892,NA,NA,748.48466099999905,25307.41,NA,C38H69NO13,NA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,2,Clarithromycin,81103-11-9
225,NA,LC,8.7443109999999908,NA,NA,748.48310000000004,2603.239,NA,C38H69NO13,NA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,2,Clarithromycin,81103-11-9
219,NA,LC,8.7490854260000006,NA,NA,748.48484550000001,32162.61719,NA,C38H69NO13,NA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,2,Clarithromycin,81103-11-9
222,NA,LC,8.7440449999999892,NA,NA,748.48500000000001,8238.46,NA,C38H69NO13,NA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,2,Clarithromycin,81103-11-9
223,NA,LC,8.7490854260000006,NA,NA,748.48484550000001,24180.45,NA,C38H69NO13,NA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,2,Clarithromycin,81103-11-9
220,NA,LC,8.7490854260000006,NA,NA,748.48413770000002,20532.44141,NA,C38H69NO13,NA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,2,Clarithromycin,81103-11-9
