Name_original,Name,CAS,Norman_SusDat_ID,Norman_matched,Norman_matched_Synonym_Reliability,CAS_RN,DTXSID,Molecular_Formula
Desoxycortone 21-(3-phenylpropionate),Desoxycortone 21-(3-phenylpropionate),14007-50-2,NS00010351,Name,NA,CAS_RN: 14007-50-2,NA,C30H38O4
Despropionyl p-fluoro fentanyl,Despropionyl p-fluoro fentanyl,NA,NA,NA,NA,NA,NA,NA
Desthiobiotin,Desthiobiotin,533-48-2,NS00014817,Name,NA,CAS_RN: 533-48-2,DTXSID50876136,C10H18N2O3
Dexamethasone,Dexamethasone,50-02-2,NS00000344,Name,NA,CAS_RN: 50-02-2,DTXSID3020384,C22H29F1O5
Dexamethasone 21-isonicotinate,Dexamethasone 21-isonicotinate,NA,NA,NA,NA,NA,NA,NA
Dexamethasone phosphate,Dexamethasone phosphate,312-93-6,NS00015667,Name,NA,CAS_RN: 312-93-6,DTXSID2047430,C22H30F1O8P1
dexchlorpheniramine,dexchlorpheniramine,25523-97-1,NS00010179,Name,NA,CAS_RN: 25523-97-1,NA,C16H19Cl1N2
dexetimide,dexetimide,21888-98-2,NS00007939,Name,NA,CAS_RN: 21888-98-2,NA,C23H26N2O2
Panthenol,Dexpanthenol (Panthenol),81-13-0,NS00000985,Name_ChemSpider,NA,CAS_RN: 81-13-0,DTXSID3022906,C9H19N1O4
dexrazoxane,Dexrazoxane hydrochloride,149003-01-0,NA,comptox batch - Synonym,NA,149003-01-0,DTXSID60164152,C11H17ClN4O4
DEXTRIN,DEXTRIN,9004-53-9,NS00013554,Name,NA,CAS_RN: 9004-53-9,NA,C18H32O16
dextromethorphan,Dextromethorphan,125-71-3,NS00008569,Name,NA,CAS_RN: 125-71-3,DTXSID3022908,C18H25N1O1
Dextromethorphan,Dextromethorphan,125-71-3,NS00008569,Name,NA,CAS_RN: 125-71-3,DTXSID3022908,C18H25N1O1
Dextromoramide,Dextromoramide,357-56-2,NS00005504,Name,NA,CAS_RN: 357-56-2,DTXSID8022909,C25H32N2O2
dextrorphan,dextrorphan,125-73-5,NS00009547,Name,NA,CAS_RN: 125-73-5,NA,C17H23N1O1
Dhurrin,Dhurrin,499-20-7,NS00031982,Name,NA,CAS_RN: 499-20-7,DTXSID90198142,C14H17N1O7
Di-1-propylenglykol-2-ethylether,Di-1-propylenglykol-2-ethylether,NA,NA,NA,NA,NA,NA,NA
"Ethanedione, di-2-furanyl-, dioxime",Di-2-furylethanedione dioxime,522-27-0,NS00042847,Name,NA,CAS_RN: 522-27-0,DTXSID3060168,C10H8N2O4
Di-2-naphthyl ether,Di-2-naphthyl ether,613-80-9,NS00034668,Name,NA,CAS_RN: 613-80-9,DTXSID20210205,C20H14O1
Di-2-pyridylethanedione,Di-2-pyridylethanedione,492-73-9,NS00031878,Name,NA,CAS_RN: 492-73-9,DTXSID90197711,C12H8N2O2
Di-iso-propyldisulfide,Di-iso-propyldisulfide,4253-89-8,NS00108623,Name,NA,CAS_RN: 4253-89-8,NA,C6H14S2
Di-m-tolyl ether,Di-m-tolyl ether,19814-71-2,NS00021811,Name,NA,CAS_RN: 19814-71-2,DTXSID30173534,C14H14O1
Di-n-butyl,Di-n-butyl,NA,NA,NA,NA,NA,NA,NA
Di-n-hexyl phthalate  (DnHP) = Dihexylphthalate (DHP),Di-n-hexyl phthalate  (DnHP) = Dihexylphthalate (DHP),NA,NA,NA,NA,NA,NA,NA
Di-n-octyl phthalate,Di-n-octyl phthalate,68515-43-5,NS00010312,Name,NA,CAS_RN: 68515-43-5,NA,C24H38O4
Di-nonylpheno,Di-nonylpheno,NA,NA,NA,NA,NA,NA,NA
Di-o-tolyl carbonate,Di-o-tolyl carbonate,617-09-4,NS00034773,Name,NA,CAS_RN: 617-09-4,DTXSID90210696,C15H14O3
Di-p-toluohydrazide,Di-p-toluohydrazide,1530-73-0,NS00024984,Name,NA,CAS_RN: 1530-73-0,DTXSID70165190,C16H16N2O2
Di-p-tolyl sulphide,Di-p-tolyl sulphide,620-94-0,NS00034913,Name,NA,CAS_RN: 620-94-0,DTXSID20211050,C14H14S1
Di-p-tolylcarbodiimide,Di-p-tolylcarbodiimide,726-42-1,NS00037392,Name,NA,CAS_RN: 726-42-1,DTXSID60222923,C15H14N2
di-sec-butylphenol,di-sec-butylphenol,31291-60-8,NS00105172,Name,NA,CAS_RN: 31291-60-8,NA,C14H22O
"di-sec-butylphenol, mixed isomers","di-sec-butylphenol, mixed isomers",5510-99-6,NS00077473,Name,NA,CAS_RN: 5510-99-6,NA,NA
DI-T-BUTYLHYDROQUI- NONE,DI-T-BUTYLHYDROQUI- NONE,NA,NA,NA,NA,NA,NA,NA
"di-tert-butyl (2S,3E)-3-[(dimethylamino)methylene]-4-oxopyrrolidine-1,2-dicarboxylate","di-tert-butyl (2S,3E)-3-[(dimethylamino)methylene]-4-oxopyrrolidine-1,2-dicarboxylate",166410-06-6,NS00009966,Name,NA,CAS_RN: 166410-06-6,NA,C17H28N2O5
"di-tert-butyl 3,3,5-trimethylcyclohexylidene diperoxide","di-tert-butyl 3,3,5-trimethylcyclohexylidene diperoxide",6731-36-8,NS00105643,Name,NA,CAS_RN: 6731-36-8,NA,C17H34O4
Di-tert-butyl bicarbamate,Di-tert-butyl bicarbamate,16466-61-8,NS00025384,Name,NA,CAS_RN: 16466-61-8,DTXSID70167790,C10H20N2O4
Di-tert-butyl glutarate,Di-tert-butyl glutarate,43052-39-7,NS00031292,Name,NA,CAS_RN: 43052-39-7,DTXSID20195664,C13H24O4
Di-tert-butyl hydrogen phosphate,Di-tert-butyl hydrogen phosphate,33494-81-4,NS00008964,Name,NA,CAS_RN: 33494-81-4,DTXSID50330480,C8H19O4P1
Di-tert-butyl oxalate,Di-tert-butyl oxalate,691-64-5,NS00022693,Name,NA,CAS_RN: 691-64-5,DTXSID20219157,C10H18O4
Di-tert-butyl phthalate,Di-tert-butyl phthalate,30448-43-2,NS00020632,Name,NA,CAS_RN: 30448-43-2,DTXSID10184527,C16H22O4
Di-tert-hexyl disulphide,Di-tert-hexyl disulphide,94247-12-8,NS00040322,Name,NA,CAS_RN: 94247-12-8,DTXSID20241251,C12H26S2
Di-tert-hexyl sulphide,Di-tert-hexyl sulphide,94246-77-2,NS00040312,Name,NA,CAS_RN: 94246-77-2,DTXSID50241229,C12H26S1
Di-tert-pentyl disulphide,Di-tert-pentyl disulphide,34965-30-5,NS00029754,Name,NA,CAS_RN: 34965-30-5,DTXSID60188510,C10H22S2
di-tert-pentyl peroxide,di-tert-pentyl peroxide,10508-09-5,NS00106229,Name,NA,CAS_RN: 10508-09-5,NA,C10H22O2
di(benzothiazol-2-yl) disulphide,di(benzothiazol-2-yl) disulphide,120-78-5,NS00104558,Name,NA,CAS_RN: 120-78-5,NA,C14H8N2S4
Di(D-glucitol) phthalate,Di(D-glucitol) phthalate,62736-00-9,NS00035151,Name,NA,CAS_RN: 62736-00-9,DTXSID60211817,C20H30O14
Diethyleneglycol dimethacrylate,Di(ethylene glycol) dimethacrylate,2358-84-1,NS00010758,Synonyms_ChemSpider,0,CAS_RN: 2358-84-1,DTXSID8044882,C12H18O5
Di(isotridecyl) succinate,Di(isotridecyl) succinate,68080-43-3,NS00036391,Name,NA,CAS_RN: 68080-43-3,DTXSID10218290,C30H58O4
di(morpholin-4-yl) disulphide,di(morpholin-4-yl) disulphide,103-34-4,NS00104245,Name,NA,CAS_RN: 103-34-4,NA,C8H16N2O2S2
di(succinimido) carbonate,Di(succinimido) carbonate,74124-79-1,NS00006536,Name,NA,CAS_RN: 74124-79-1,DTXSID10225080,C9H8N2O7
"Diacenaphtho[1,2-j,1',2'-l]fluoranthene","Diacenaphtho[1,2-j,1',2'-l]fluoranthene",NA,NA,NA,NA,NA,NA,NA
Diacetamate,Diacetamate,2623-33-8,NS00028061,Name,NA,CAS_RN: 2623-33-8,DTXSID2046256,C10H11N1O3
diacetazotol,Diacetazotol,83-63-6,NS00010144,Name,NA,CAS_RN: 83-63-6,DTXSID70878298,C18H19N3O2
DIACETIN,DIACETIN,25395-31-7,NS00013555,Name,NA,CAS_RN: 25395-31-7,NA,C7H12O5
Diacetolol,Diacetolol,28197-69-5,NS00001306,Name,NA,CAS_RN: 28197-69-5,NA,C16H24N2O4
Diacetoxyscirpenol,Diacetoxyscirpenol,NA,NS00018335,Name,NA,NA,DTXSID80891791,C19H26O7
Diacetylmorphine (Heroin),Diacetylmorphine (Heroin),NA,NA,NA,NA,NA,NA,NA
Diacrylylpiperazine,Diacrylylpiperazine,6342-17-2,NS00022594,Name,NA,CAS_RN: 6342-17-2,DTXSID10212834,C10H14N2O2
Diafenthiuron,Diafenthiuron,80060-09-9,NS00002975,Name,NA,CAS_RN: 80060-09-9,DTXSID1041845,C23H32N2O1S1
Diallate,Diallate,2303-16-4,NS00003628,Name,NA,CAS_RN: 2303-16-4,NA,C10H17Cl2N1O1S1
"diallyl 2,2'-oxydiethyl dicarbonate","diallyl 2,2'-oxydiethyl dicarbonate",142-22-3,NS00104749,Name,NA,CAS_RN: 142-22-3,NA,C12H18O7
Diallyl isophthalate,Diallyl isophthalate,1087-21-4,NS00021503,Name,NA,CAS_RN: 1087-21-4,DTXSID7051559,C14H14O4
diallyl phthalate,Diallyl phthalate,131-17-9,NS00011513,Name,NA,CAS_RN: 131-17-9,DTXSID7020392,C14H14O4
Diallyl terephthalate,Diallyl terephthalate,1026-92-2,NS00023171,Name,NA,CAS_RN: 1026-92-2,DTXSID9061419,C14H14O4
Diallyl trisulfide,Diallyl trisulfide,2050-87-5,NS00021054,Name,NA,CAS_RN: 2050-87-5,DTXSID9045972,C6H10S3
"N~2~,N~2~-Di(prop-2-en-1-yl)-1,3,5-triazine-2,4,6-triamine","Diallyl(4,6-diamino-1,3,5-triazin-2-yl)amine",91-77-0,NA,comptox batch - Systematic Name,NA,91-77-0,DTXSID0059031,C9H14N6
Diamfenetide,Diamfenetide,36141-82-9,NS00029982,Name,NA,CAS_RN: 36141-82-9,DTXSID5046229,C20H24N2O5
Diamide,Diamide,10465-78-8,NS00023310,Name,NA,CAS_RN: 10465-78-8,DTXSID6040456,C6H12N4O2
Diaminopimelic acid,Diaminopimelic acid,583-93-7,NS00015080,Name,NA,CAS_RN: 583-93-7,NA,C7H14N2O4
Diamthazole,Diamthazole,95-27-2,NS00040442,Name,NA,CAS_RN: 95-27-2,DTXSID1046182,C15H23N3O1S1
DIAMYL SODIUM SULFO- SUCCINATE,DIAMYL SODIUM SULFO- SUCCINATE,NA,NA,NA,NA,NA,NA,NA
Dinaline,Dianiline,58338-59-3,NS00010474,Name,NA,CAS_RN: 58338-59-3,DTXSID3046114,C13H13N3O1
Diaveridine,Diaveridine,5355-16-8,NS00000684,Name,NA,CAS_RN: 5355-16-8,DTXSID2046200,C13H16N4O2
"Diazenecarbothioic acid, phenyl-, 2-phenylhydrazide","Diazenecarbothioic acid, phenyl-, 2-phenylhydrazide",60-10-6,NS00034299,Name,NA,CAS_RN: 60-10-6,DTXSID0058770,C13H12N4S1
"Diazenecarboxylic acid, phenyl-, 2-phenylhydrazide","Diazenecarboxylic acid, phenyl-, 2-phenylhydrazide",538-62-5,NS00032860,Name,NA,CAS_RN: 538-62-5,DTXSID5060225,C13H12N4O1
diazepam,Diazepam,439-14-5,NS00008403,Name,NA,CAS_RN: 439-14-5,DTXSID4020406,C16H13Cl1N2O1
Diazepam,Diazepam,439-14-5,NS00008403,Name,NA,CAS_RN: 439-14-5,DTXSID4020406,C16H13Cl1N2O1
Diazepam N-oxide,Diazepam N-oxide,2888-64-4,NS00028572,Name,NA,CAS_RN: 2888-64-4,DTXSID30183077,C16H13Cl1N2O2
Diazodiphenylmethane,Diazodiphenylmethane,883-40-9,NS00039254,Name,NA,CAS_RN: 883-40-9,DTXSID80236941,C13H10N2
Diazoxon,Diazoxon,962-58-3,NS00000358,Name,NA,CAS_RN: 962-58-3,DTXSID5037523,C12H21N2O4P1
Dibekacin,Dibekacin,34493-98-6,NS00011541,Name,NA,CAS_RN: 34493-98-6,DTXSID2022915,C18H37N5O8
Dibemethine,Dibemethine,102-05-6,NS00023106,Name,NA,CAS_RN: 102-05-6,DTXSID4046238,C15H17N1
"Dibenz[a,h]anthracene","Dibenz(a,h)anthracene",53-70-3,NS00008407,Synonyms_ChemSpider,1,CAS_RN: 53-70-3,DTXSID9020409,C22H14
"Dibenz[a,j]anthracene","Dibenz[a,j]anthracene",224-41-9,NS00027186,Name,NA,CAS_RN: 224-41-9,DTXSID8074811,C22H14
"Dibenz[b,f][1,4]oxazepine","Dibenz[b,f][1,4]oxazepine",257-07-8,NS00027945,Name,NA,CAS_RN: 257-07-8,DTXSID8059764,C13H9N1O1
dibenzepin,Dibenzepin,4498-32-2,NS00008457,Name,NA,CAS_RN: 4498-32-2,DTXSID7022916,C18H21N3O1
Dibenzo-18-crown-6,Dibenzo-18-crown-6,14187-32-7,NS00020264,Name,NA,CAS_RN: 14187-32-7,DTXSID6022428,C20H24O6
Dibenzo-24-crown-8,Dibenzo-24-crown-8,14174-09-5,NS00024598,Name,NA,CAS_RN: 14174-09-5,DTXSID50161817,C24H32O8
Dibenzo-p-dioxin,Dibenzo-p-dioxin,262-12-4,NS00028049,Name,NA,CAS_RN: 262-12-4,DTXSID8020410,C12H8O2
"Naphtho(1,2,3,4-def)chrysene","Dibenzo(a,e)pyrene",192-65-4,NS00019598,Synonyms_ChemSpider,0,CAS_RN: 192-65-4,DTXSID3052690,C24H14
"Dibenzo(b,e)thiepin-11(6H)-one","Dibenzo(b,e)thiepin-11(6H)-one",1531-77-7,NS00021689,Name,NA,CAS_RN: 1531-77-7,DTXSID50165219,C14H10O1S1
"Dibenzo(c,mno)chrysene","Dibenzo(c,mno)chrysene",196-28-1,NS00026390,Name,NA,CAS_RN: 196-28-1,DTXSID80173261,C24H14
"Dibenzo(def,mno)chrysen (anthanthrene)","Dibenzo(def,mno)chrysen (anthanthrene)",NA,NA,NA,NA,NA,NA,NA
"Dibenzo(g,p)chrysene","Dibenzo(g,p)chrysene",191-68-4,NS00026250,Name,NA,CAS_RN: 191-68-4,DTXSID50172620,C26H16
"Dibenzo[a,h]phenazine-1,8-diol","Dibenzo[a,h]phenazine-1,8-diol",26846-41-3,NS00028209,Name,NA,CAS_RN: 26846-41-3,DTXSID6067256,C20H12N2O2
"Dibenzo[a,h]pyrene","Dibenzo[a,h]pyrene",189-64-0,NS00019596,Name,NA,CAS_RN: 189-64-0,DTXSID4059752,C24H14
"Dibenzo[a,l]pyrene","Dibenzo[a,l]pyrene",191-30-0,NS00019597,Name,NA,CAS_RN: 191-30-0,DTXSID9059753,C24H14
"Dibenzo[a,o]perylene-7,16-dione","Dibenzo[a,o]perylene-7,16-dione",475-63-8,NS00031704,Name,NA,CAS_RN: 475-63-8,DTXSID1060055,C28H14O2
"Dibenzo[b,f]cyclohepten-1-one","Dibenzo[b,f]cyclohepten-1-one",2222-33-5,NS00083693,Name,NA,CAS_RN: 2222-33-5,NA,C15H10O
Dibenzocycloheptadiene,Dibenzocycloheptadiene,833-48-7,NS00038250,Name,NA,CAS_RN: 833-48-7,DTXSID10232254,C15H14
Dibenzocycloheptatriene,Dibenzocycloheptatriene,256-81-5,NS00027941,Name,NA,CAS_RN: 256-81-5,DTXSID60180276,C15H12
Dibenzofuran,Dibenzofuran,132-64-9,NS00010742,Name,NA,CAS_RN: 132-64-9,DTXSID2021993,C12H8O1
Dibenzosuberol,Dibenzosuberol,1210-34-0,NS00023944,Name,NA,CAS_RN: 1210-34-0,DTXSID80153104,C15H14O1
Dibenzothiophen,Dibenzothiophene,132-65-0,NS00003432,Name,NA,CAS_RN: 132-65-0,DTXSID0047741,C12H8S1
dibenzoyl-L-tartaric acid monohydrate,dibenzoyl-L-tartaric acid monohydrate,2743-38-6,NS00077403,Name,NA,CAS_RN: 2743-38-6,NA,NA
dibenzoyl peroxide,dibenzoyl peroxide,94-36-0,NS00106063,Name,NA,CAS_RN: 94-36-0,NA,C14H10O4
"Dibenzyl diazene-1,2-dicarboxylate","Dibenzyl diazene-1,2-dicarboxylate",2449-05-0,NS00021922,Name,NA,CAS_RN: 2449-05-0,DTXSID3044887,C16H14N2O4
dibenzyl ether,dibenzyl ether,103-50-4,NS00104247,Name,NA,CAS_RN: 103-50-4,NA,C14H14O
(S)-Dibenzyl 2-aminosuccinate,Dibenzyl L-aspartate,2791-79-9,NS00015980,Synonyms_ChemSpider,0,CAS_RN: 2791-79-9,DTXSID80384577,C18H19N1O4
Dibenzyl oxalate,Dibenzyl oxalate,7579-36-4,NS00037727,Name,NA,CAS_RN: 7579-36-4,DTXSID4038926,C16H14O4
Dibenzyl phosphate,Dibenzyl phosphate,1623-08-1,NS00025301,Name,NA,CAS_RN: 1623-08-1,DTXSID1033402,C14H15O4P1
Dibenzyl phthalate,Dibenzyl phthalate,523-31-9,NS00020092,Name,NA,CAS_RN: 523-31-9,DTXSID80870581,C22H18O4
Dibenzyl terephthalate,Dibenzyl terephthalate,19851-61-7,NS00026463,Name,NA,CAS_RN: 19851-61-7,DTXSID80173600,C22H18O4
Dibenzylamin,Dibenzylamine,103-49-1,NS00007138,Name,NA,CAS_RN: 103-49-1,DTXSID6044355,C14H15N1
DIBENZYLIDENE SORBI- TOL,DIBENZYLIDENE SORBI- TOL,NA,NA,NA,NA,NA,NA,NA
Dibenzylphenylsulfonium,Dibenzylphenylsulfonium,134164-24-2,NS00040827,Name,NA,NA,NA,C20H19S1
Cinchocaine,Dibucaine,85-79-0,NS00010344,Name_ChemSpider,NA,CAS_RN: 85-79-0,DTXSID3045271,C20H29N3O2
Dibucaine,Dibucaine,85-79-0,NS00010344,Name,NA,CAS_RN: 85-79-0,DTXSID3045271,C20H29N3O2
Dibunate,Dibunate,NA,NA,NA,NA,NA,NA,NA
Dibutan-2-yl disulfide,Dibutan-2-yl disulfide,5943-30-6,NS00022467,Name,NA,CAS_RN: 5943-30-6,DTXSID6044698,C8H18S2
Dibutyl ((diethylamino)carbonyl)phosphonate,Dibutyl ((diethylamino)carbonyl)phosphonate,7439-69-2,NS00037618,Name,NA,CAS_RN: 7439-69-2,DTXSID30225380,C13H28N1O4P1
"Dibutyl 2,2'-dithiobisbenzoate","Dibutyl 2,2'-dithiobisbenzoate",39264-02-3,NS00030556,Name,NA,CAS_RN: 39264-02-3,DTXSID00192515,C22H26O4S2
"Dibutyl 2,2'-dithiodiacetate","Dibutyl 2,2'-dithiodiacetate",23959-95-7,NS00027516,Name,NA,CAS_RN: 23959-95-7,DTXSID70178669,C12H22O4S2
"dibutyl 2,2'-thiobisacetate","dibutyl 2,2'-thiobisacetate",811543,NS00107123,Name,NA,CAS_RN: 811543,NA,C12H22O4S
"Dibutyl 2,6-di-tert-butyl-4-tolyl orthoborate","Dibutyl 2,6-di-tert-butyl-4-tolyl orthoborate",2929-85-3,NS00028661,Name,NA,CAS_RN: 2929-85-3,DTXSID80183542,C23H41B1O3
"Dibutyl 3,3'-thiodipropionate","Dibutyl 3,3'-thiodipropionate",6975-31-1,NS00036946,Name,NA,CAS_RN: 6975-31-1,DTXSID1064534,C14H26O4S1
dibutyl adipate,dibutyl adipate,105-99-7,NS00106240,Name,NA,CAS_RN: 105-99-7,NA,C14H26O4
Dibutyl succinate,Dibutyl butanedioate,141-03-7,NS00015271,Name_ChemSpider,NA,CAS_RN: 141-03-7,DTXSID7021998,C12H22O4
Dibutyl butylphosphonate,Dibutyl butylphosphonate,78-46-6,NS00037988,Name,NA,CAS_RN: 78-46-6,DTXSID6052536,C12H27O3P1
Dibutyl chloromethylphosphonate,Dibutyl chloromethylphosphonate,3074-81-5,NS00028961,Name,NA,CAS_RN: 3074-81-5,DTXSID10184769,C9H20Cl1O3P1
Dibutyl dodecanedioate,Dibutyl dodecanedioate,15677-90-4,NS00025093,Name,NA,CAS_RN: 15677-90-4,DTXSID10166126,C20H38O4
DIBUTYL OXALATE,Dibutyl ethanedioate,2050-60-4,NS00013568,Name,NA,CAS_RN: 2050-60-4,DTXSID7041916,C10H18O4
"(2S)-N, N'-dibutyl-2-(2-ethylhexanamido)pentanediamide",Dibutyl ethylhexanoyl glutamide,486455-65-6,NS00002908,Name,NA,CAS_RN: 486455-65-6,DTXSID10197571,C21H41N3O3
Dibutyl glutarate,Dibutyl glutarate,6624-57-3,NS00035986,Name,NA,CAS_RN: 6624-57-3,DTXSID20216444,C13H24O4
DIBUTYL LAUROYL GLU- TAMIDE,DIBUTYL LAUROYL GLU- TAMIDE,NA,NA,NA,NA,NA,NA,NA
dibutyl maleate,dibutyl maleate,105-76-0,NS00104285,Name,NA,CAS_RN: 105-76-0,NA,C12H20O4
dibutyl methylenedithiodi(acetate),dibutyl methylenedithiodi(acetate),14338-82-0,NS00106552,Name,NA,CAS_RN: 14338-82-0,NA,C13H24O4S2
"Dibutyl N,N'-1,2-ethanediylbis(N-(2-butoxy-2-oxoethyl)glycinate)","Dibutyl N,N'-1,2-ethanediylbis(N-(2-butoxy-2-oxoethyl)glycinate)",14531-12-5,NS00024726,Name,NA,CAS_RN: 14531-12-5,DTXSID20162977,C26H48N2O8
Dibutyl nonanedioate,Dibutyl nonanedioate,2917-73-9,NS00028649,Name,NA,CAS_RN: 2917-73-9,DTXSID5044815,C17H32O4
Dibutyl phenyl phosphate,Dibutyl phenyl phosphate,2528-36-1,NS00019794,Name,NA,CAS_RN: 2528-36-1,DTXSID50873428,C14H23O4P1
dibutyl phosphonate,Dibutyl phosphite,1809-19-4,NA,comptox batch - Expert Validated Synonym,NA,1809-19-4,DTXSID0027438,C8H19O3P
dibutyl phthalate,Dibutyl phthalate,84-74-2,NS00010095,Name,NA,CAS_RN: 84-74-2,DTXSID2021781,C16H22O4
"Dibutyl pyridine-2,6-dicarboxylate","Dibutyl pyridine-2,6-dicarboxylate",41727-17-7,NS00031042,Name,NA,CAS_RN: 41727-17-7,DTXSID10194520,C15H21N1O4
dibutyl sebacate,dibutyl sebacate,109-43-3,NS00106289,Name,NA,CAS_RN: 109-43-3,NA,C18H34O4
Dibutyl suberate,Dibutyl suberate,16090-77-0,NS00025244,Name,NA,CAS_RN: 16090-77-0,DTXSID30167039,C16H30O4
dibutylamine,dibutylamine,111-92-2,NS00104462,Name,NA,CAS_RN: 111-92-2,NA,C8H19N
Dibutylnaphthalenesulfonic acid sodium salt,Dibutylnaphthalenesulfonic acid sodium salt,25417-20-3,NS00019601,Name,NA,CAS_RN: 25417-20-3,NA,C18H24O3S1
Dibutylphenol,Dibutylphenol,26967-68-0,NS00021970,Name,NA,CAS_RN: 26967-68-0,DTXSID20181466,C14H22O1
DICAPRYL  ADIPATE,DICAPRYL  ADIPATE,NA,NA,NA,NA,NA,NA,NA
DICAPRYL SODIUM SUL- FOSUCCINATE,DICAPRYL SODIUM SUL- FOSUCCINATE,NA,NA,NA,NA,NA,NA,NA
Dicarboxyl-2But-A6EO4|Dicarboxyl-2Butyl-A6EO4,Dicarboxyl-2But-A6EO4|Dicarboxyl-2Butyl-A6EO4,NA,NA,NA,NA,NA,NA,NA
Dicarboxyl-2Et-A4EO3|Dicarboxyl-2Ethyl-A4EO3|3-({2-[2-(2-hydroxyethoxy)ethoxy]ethoxy}methyl)pentanedioic acid,Dicarboxyl-2Et-A4EO3|Dicarboxyl-2Ethyl-A4EO3|3-({2-[2-(2-hydroxyethoxy)ethoxy]ethoxy}methyl)pentanedioic acid,NA,NA,NA,NA,NA,NA,NA
DICETYL  ADIPATE,DICETYL  ADIPATE,NA,NA,NA,NA,NA,NA,NA
Dichlofluanid,Dichlofluanid,1085-98-9,NS00008817,Name,NA,CAS_RN: 1085-98-9,DTXSID5041851,C9H11Cl2F1N2O2S2
Dichlorisone acetate,Dichlorisone acetate,79-61-8,NS00015402,Name,NA,CAS_RN: 79-61-8,NA,C23H28Cl2O5
diclofenamide,Dichlorphenamide,120-97-8,NS00004452,Name_ChemSpider,NA,CAS_RN: 120-97-8,DTXSID1022922,C6H6Cl2N2O4S2
Diclofenac TP 339,Diclofenac TP 339,NA,NS00040953,Name,NA,NA,NA,C14H10Cl2N2O4
Diclofensine,Diclofensine,67165-56-4,NS00017671,Name,NA,CAS_RN: 67165-56-4,NA,C17H17Cl2N1O1
Diclofop-methyl,Diclofop-methyl,51338-27-3,NS00103793,Name,NA,CAS_RN: 51338-27-3,NA,C16H14Cl2O4
Diclofop methyl (free acid),Diclofop methyl (free acid),40843-25-2,NS00002767,Name,NA,CAS_RN: 40843-25-2,NA,C15H12Cl2O4
Diclosulam,Diclosulam,145701-21-9,NS00005913,Name,NA,CAS_RN: 145701-21-9,DTXSID4034528,C13H10Cl2F1N5O3S1
Dicresulene,Dicresulene,78480-14-5,NS00037992,Name,NA,CAS_RN: 78480-14-5,DTXSID40229112,C15H16O8S2
Dicrotophos,Dicrotophos,141-66-2,NS00007208,Name,NA,CAS_RN: 141-66-2,DTXSID9023914,C8H16N1O5P1
Dicoumarol,Dicumarol,66-76-2,NS00001589,Name_ChemSpider,NA,CAS_RN: 66-76-2,DTXSID8021729,C19H12O6
Dicyclanil,Dicyclanil,112636-83-6,NS00003623,Name,NA,CAS_RN: 112636-83-6,DTXSID5041013,C8H10N6
Dicyclohexyl adipate,Dicyclohexyl adipate,849-99-0,NS00038729,Name,NA,CAS_RN: 849-99-0,DTXSID8061212,C18H30O4
Dicyclohexyl azelate,Dicyclohexyl azelate,18803-77-5,NS00026159,Name,NA,CAS_RN: 18803-77-5,DTXSID70172147,C21H36O4
Dicyclohexyl disulfide,Dicyclohexyl disulfide,2550-40-5,NS00021946,Name,NA,CAS_RN: 2550-40-5,DTXSID4047628,C12H22S2
Dicyclohexyl maleate,Dicyclohexyl maleate,621-13-6,NS00034921,Name,NA,CAS_RN: 621-13-6,DTXSID4029193,C16H24O4
Dicyclohexyl oxalate,Dicyclohexyl oxalate,620-82-6,NS00034907,Name,NA,CAS_RN: 620-82-6,DTXSID10211044,C14H22O4
dicyclohexyl phthalate,Dicyclohexyl phthalate,84-61-7,NS00004690,Name,NA,CAS_RN: 84-61-7,DTXSID5025021,C20H26O4
Dicyclohexyl sebacate,Dicyclohexyl sebacate,4121-15-7,NS00030937,Name,NA,CAS_RN: 4121-15-7,DTXSID60194131,C22H38O4
dicyclohexylamine,dicyclohexylamine,101-83-7,NS00104218,Name,NA,CAS_RN: 101-83-7,NA,C12H23N
Dicyclohexylurea,Dicyclohexylurea,1212-29-9,NS00010594,Name,NA,CAS_RN: 1212-29-9,NA,C13H24N2O1
dicyclomine,Dicyclomine,77-19-0,NS00005175,Name,NA,CAS_RN: 77-19-0,DTXSID1022926,C19H35N1O2
Dicyclooctylhydroquinone,Dicyclooctylhydroquinone,93841-46-4,NS00039681,Name,NA,CAS_RN: 93841-46-4,DTXSID40239771,C22H34O2
Dicyclopentadiene dioxide,Dicyclopentadiene dioxide,81-21-0,NS00038112,Name,NA,CAS_RN: 81-21-0,DTXSID4020452,C10H12O2
Didecyl phthalate,Didecyl phthalate,84-77-5,NS00019631,Name,NA,CAS_RN: 84-77-5,DTXSID3026512,C28H46O4
Didecylbenzene,Didecylbenzene,33377-22-9,NS00029482,Name,NA,CAS_RN: 33377-22-9,DTXSID00187002,C26H46
didecyldimethylammonium,Didecyldimethylammonium,20256-56-8,NS00010630,Name_ChemSpider,NA,CAS_RN: 20256-56-8,DTXSID0048004,C22H48N1
Didesmethyl sumatriptan,Didesmethyl sumatriptan,88919-22-6,NS00039298,Name,NA,CAS_RN: 88919-22-6,DTXSID90237424,C12H17N3O2S1
Didocosyl glutarate,Didocosyl glutarate,94278-09-8,NS00040365,Name,NA,CAS_RN: 94278-09-8,DTXSID50241385,C49H96O4
